client_id,company_name,siren,siret,vat_number,billing_email,billing_contact_name,phone,city,postal_code,country,account_status,last_invoice_date,source_file,notes
B2B-13163-0783,Solutions Lambert SASU,396620388,39662038889717,FR06396620388,facturation.solutionslambertsasu@laposte.net,François Lemaire,+33 9 78 79 11 29,Strasbourg,67000,FR,Inactif,2023-02-28,legacy_erp_export.csv,Client prioritaire - relance facturation
B2B-54898-0784,Équipements Mercier SASU,425135427,42513542757433,FR47425135427,facturation.quipementsmerciersas@orange.fr,Sophie Durand,+33 9 48 43 12 74,Reims,51100,FR,En attente,2024-09-16,import_crm_2024_Q1.xlsx,
B2B-15377-0785,Logistique Lefebvre & Fils,199184311,19918431119039,FR62199184311,facturation.logistiquelefebvrefi@entreprise.fr,Philippe Petit,+33 7 80 53 81 16,Le Havre,76600,FR,Actif,2023-08-28,partner_feed_b2b.csv,
B2B-29233-0786,Groupe Garnier & Fils,053970773,05397077338832,FR28053970773,facturation@,Julie Lemaire,+33 1 78 96 96 27,Nice,06000,FR,En attente,2023-11-26,legacy_erp_export.csv,Migration ERP en cours
B2B-65210-0787,négoce faure sarl,766262358,76626235830420,FR91766262358,,Pierre Lemaire,+33 7 12 26 57 72,Nantes,44000,FR,Inactif,2023-04-30,import_crm_2024_Q1.xlsx,SIRET à vérifier
B2B-61879-0788,Maintenance Girard France,360502813,36050281381768,,facturation.maintenancegirardfra@societe.com,Anne Petit,+33 6 85 15 85 25,Paris,75001,FR,En attente,2023-06-22,manual_onboarding_2023.xlsx,
B2B-36218-0789,  Maintenance Lambert SARL  ,005242784,00524278492493,FR08005242784,,Anne Fournier,+33 5 39 24 83 93,Lyon,69001,FR,Inactif,2023-08-28,manual_onboarding_2023.xlsx,Migration ERP en cours
B2B-45829-0790,Groupe Blanc SAS,920548945,92054894511870,FR05920548945,facturation.groupeblancsas@gmail.com,Thomas Durand,+33 1 80 86 59 54,Lille,59000,FR,Inactif,2022-11-18,legacy_erp_export.csv,Doublon suspecté
B2B-29583-0791,Transports Roux France,179705661,17970566113441,FR16179705661,facturation.transportsrouxfrance@entreprise.fr,Pierre Michel,,Strasbourg,67000,FR,Actif,2024-01-20,migration_batch_12.xlsx,Doublon suspecté
B2B-13561-0792,  Maintenance Renault France  ,153017311,15301731141423,FR27153017311,facturation.maintenancerenaultfr@entreprise.fr,Jean Leroy,+33 6 57 26 32 42,Lyon,69001,FR,Actif,2024-01-19,legacy_erp_export.csv,
B2B-99130-0793,Logistique Dubois & Fils,579057194,57905719469667,FRXX579057194,facturation.logistiqueduboisfils@entreprise.fr,Philippe Lemaire,+33 9 84 37 64 52,Rennes,35000,FR,Suspendu,2025-02-19,partner_feed_b2b.csv,SIRET à vérifier
B2B-81688-0794,Logistique Lambert SA,057023771,05702377100783,FR88057023771,facturation.logistiquelambertsa@gmail.com,Anne Robert,+33 7 65 72 40 37,Toulouse,31000,FR,Actif,2023-03-07,migration_batch_12.xlsx,SIRET à vérifier
B2B-47892-0795,Maintenance Marchand EURL,402825323,40282532377822,FR26402825323,,Nicolas Robert,+33 6 89 30 38 78,Rennes,35000,FR,Actif,2022-01-01,import_crm_2024_Q1.xlsx,SIRET à vérifier
B2B-90851-0796,  Groupe Renault & Fils  ,332844230,33284423079252,FR55332844230,facturation.grouperenaultfils@societe.com,Thomas Robert,+33 1 96 71 52 51,Lyon,69001,FR,Actif,2024-06-12,migration_batch_12.xlsx,
B2B-36442-0797,  Industrie Laurent SAS  ,831006431,83100643199400,FR92831006431,facturation.industrielaurentsas@entreprise.fr,François Lemaire,+33 4 73 67 69 69,Reims,51100,FR,Inactif,2023-09-04,partner_feed_b2b.csv,
B2B-68058-0798,Solutions Blanc SAS,038503609,65984,FR38038503609,,Pierre Dupuis,+33 6 91 70 48 16,Rennes,35000,FR,Actif,2024-11-02,legacy_erp_export.csv,SIRET à vérifier
B2B-69433-0799,Transports Roux & Fils,625906205,62590620525022,FR96625906205,facturation.transportsrouxfils@societe.com,François Leroy,+33 9 43 62 19 46,Strasbourg,67000,FR,Actif,2025-04-17,migration_batch_12.xlsx,Email facturation manquant
B2B-26719-0800,Groupe Simon SASU,145868503,14586850315118,,facturation.groupesimonsasu@laposte.net,Anne Petit,+33 7 14 85 89 50,Nice,06000,FR,Actif,2023-04-01,migration_batch_12.xlsx,Migration ERP en cours
B2B-59939-0801,Logistique Blanc SASU,121289818,12128981873712,FR59121289818,facturation.logistiqueblancsasu@laposte.net,Sophie Michel,+33 6 33 97 67 65,Nice,06000,FR,En attente,2023-09-15,partner_feed_b2b.csv,Migration ERP en cours
B2B-32626-0802,Équipements Dubois SAS,256787187,25678718716877,FR86256787187,facturation.quipementsduboissas@orange.fr,Catherine Giraud,+33 9 17 52 94 79,Saint-Étienne,42000,FR,Actif,2023-06-08,migration_batch_12.xlsx,Doublon suspecté
B2B-62535-0803,Solutions Dubois EURL,479984603,47998460358172,FR73479984603,facturation.solutionsduboiseurl@societe.com,Nicolas Bonnet,+33 9 34 96 79 40,Montpellier,34000,FR,Actif,2025-01-17,import_crm_2024_Q1.xlsx,
B2B-64680-0804,  Solutions Blanc & Fils  ,166201658,16620165889703,FR57166201658,facturation.solutionsblancfils@societe.com,Philippe Michel,+33 7 51 51 55 73,Bordeaux,33000,FR,En attente,2024-07-03,manual_onboarding_2023.xlsx,Compte créé avant réforme facturation électronique
B2B-64385-0805,Solutions Girard SA,824051662,82405166220172,FR00824051662,facturation.solutionsgirardsa@orange.fr,Nicolas Michel,+33 7 47 10 28 35,Lyon,69001,FR,Actif,2024-08-20,import_crm_2024_Q1.xlsx,
B2B-69327-0806,Services Lefebvre SASU,036309440,03630944053898,FR48036309440,facturation.serviceslefebvresasu@gmail.com,Pierre Durand,+33 5 16 79 88 78,Montpellier,34000,FR,En attente,2022-01-25,migration_batch_12.xlsx,SIRET à vérifier
B2B-93620-0807,Groupe Blanc SAS,197979724,19797972435222,FR36197979724,facturation.groupeblancsas@gmail.com,Sophie Leroy,+33 7 77 11 48 50,Lille,59000,FR,En attente,2022-01-30,migration_batch_12.xlsx,Doublon suspecté
B2B-75308-0808,SERVICES PERRIN SARL,394059800,39405980094008,FR60394059800,facturation.servicesperrinsarl@societe.com,Nicolas Michel,+33 6 39 21 55 77,Marseille,13001,FR,Actif,2022-11-11,import_crm_2024_Q1.xlsx,Client prioritaire - relance facturation
B2B-22631-0809,Solutions Garnier SARL,977748676,97774867640470,INVALID,facturation.solutionsgarniersarl@gmail.com,Thomas Moreau,+33 4 35 10 74 76,Montpellier,34000,FR,Actif,2022-08-06,migration_batch_12.xlsx,SIRET à vérifier
B2B-30863-0810,négoce girard sas,332605863,33260586355048,FR38332605863,facturation.ngocegirardsas@entreprise.fr,Nicolas Giraud,+33 7 34 99 10 59,Bordeaux,33000,FR,En attente,2022-07-04,partner_feed_b2b.csv,Compte créé avant réforme facturation électronique
B2B-75621-0811,Maintenance Lambert SASU,242655943,24265594303067,FR10242655943,facturation.maintenancelambertsa@entreprise.fr,Pierre Richard,+33 6 38 93 70 25,Le Havre,76600,FR,Suspendu,2025-03-19,import_crm_2024_Q1.xlsx,
B2B-66152-0812,disTrIBUtIon bLANC & FiLS,548708478,54870847809253,FR41548708478,facturation.distributionblancfil@entreprise.fr,Philippe Fournier,+33 6 85 77 19 79,Nice,06000,FR,En attente,2022-02-27,manual_onboarding_2023.xlsx,
B2B-81720-0813,Équipements Laurent France,812988610,03480,FR73812988610,facturation.quipementslaurentfra@entreprise.fr,Jean Moreau,+33 6 25 16 68 85,Reims,51100,FR,Actif,2023-04-04,manual_onboarding_2023.xlsx,Compte créé avant réforme facturation électronique
B2B-96868-0814,Maintenance Renault SA,649703503,64970350366982,FR87649703503,facturation.maintenancerenaultsa@societe.com,Philippe Giraud,+33 4 34 53 55 98,Bordeaux,33000,FR,Suspendu,2023-03-23,import_crm_2024_Q1.xlsx,Doublon suspecté
B2B-53158-0815,Équipements Renault SASU,505705211,50570521188539,FR46505705211,facturation@,Thomas Michel,+33 5 43 15 49 57,Rennes,35000,FR,Actif,2022-07-29,legacy_erp_export.csv,Client prioritaire - relance facturation
B2B-94957-0816,Maintenance Lambert SASU,503687156,50368715697472,FR39503687156,facturation.maintenancelambertsa@gmail.com,Anne Dupuis,+33 7 89 67 78 16,Lyon,69001,FR,Inactif,2024-11-15,manual_onboarding_2023.xlsx,Migration ERP en cours
B2B-64003-0817,Transports Bernard EURL,794036649,79403664917657,FR61794036649,facturation.transportsbernardeur@societe.com,Isabelle Fournier,+33 7 74 94 36 25,Toulouse,31000,FR,Suspendu,2022-10-29,partner_feed_b2b.csv,Client prioritaire - relance facturation
B2B-23691-0818,Logistique Faure France,260256341,26025634120866,FR30260256341,facture.logistiquefaurefranc@entreprise.fr,Thomas Lemaire,+33 6 27 82 21 52,Paris,75001,FR,En attente,2023-12-12,manual_onboarding_2023.xlsx,Compte créé avant réforme facturation électronique
B2B-42432-0819,Maintenance Renault & Fils,966073442,96607344250957,FR18966073442,facturation.maintenancerenaultfi@orange.fr,Julie Petit,+33 7 79 46 93 20,Nice,06000,FR,Inactif,2022-01-07,manual_onboarding_2023.xlsx,
B2B-31176-0820,sERViCeS MaRchANd sArL,801845144,80184514456985,FR46801845144,facturation.servicesmarchandsarl@gmail.com,Thomas Dupuis,+33 6 92 46 22 39,Grenoble,38000,FR,Suspendu,2023-01-19,import_crm_2024_Q1.xlsx,Compte créé avant réforme facturation électronique
B2B-34721-0821,MAINTENANCE PERRIN SARL,667719669,18291,FR88667719669,facturation.maintenanceperrinsar@laposte.net,Julie Moreau,+33 5 32 14 27 26,Paris,75001,FR,Suspendu,2024-06-15,partner_feed_b2b.csv,Compte créé avant réforme facturation électronique
B2B-38928-0822,Négoce Bernard SA,675901777,67590177783317,FR77675901777,@domaine.fr,Nicolas Moreau,+33 7 13 88 31 37,Marseille,13001,FR,Actif,2022-10-14,partner_feed_b2b.csv,
B2B-24423-0823,nÉGocE GARNiEr & fils,863726317,86372631784259,FR18863726317,facturation.ngocegarnierfils@entreprise.fr,Anne Dupuis,+33 6 91 33 72 97,Saint-Étienne,42000,FR,Actif,2024-01-10,manual_onboarding_2023.xlsx,SIRET à vérifier
B2B-20969-0824,Logistique Girard & Fils,574932515,,,facturation.logistiquegirardfils@entreprise.fr,Thomas Giraud,+33 7 37 18 27 98,Reims,51100,FR,Actif,2024-11-18,legacy_erp_export.csv,
B2B-79250-0825,Logistique Mercier SAS,580018733,58001873311050,FR80580018733,,Marie Petit,+33 7 71 78 62 31,Rennes,35000,FR,Actif,2024-04-10,migration_batch_12.xlsx,Doublon suspecté
B2B-65475-0826,Services Perrin France,425706809,,FR09425706809,,Sophie Lemaire,+33 7 32 35 11 61,Rennes,35000,FR,Suspendu,2023-11-18,import_crm_2024_Q1.xlsx,Doublon suspecté
B2B-28101-0827,Maintenance Renault SARL,241142063,24114206341292,FR07241142063,facturation.maintenancerenaultsa@gmail.com,Nicolas Leroy,+33 4 12 22 61 64,Lyon,69001,FR,Actif,2022-03-06,manual_onboarding_2023.xlsx,Client prioritaire - relance facturation
B2B-86953-0828,Logistique Martin France,222056209,22205620914925,FR90222056209,facturation.logistiquemartinfran@orange.fr,Nicolas Giraud,+33 6 83 22 34 39,Lyon,69001,FR,Actif,2023-06-05,manual_onboarding_2023.xlsx,SIRET à vérifier
B2B-99033-0829,Groupe Mercier SASU,452342867,45234286756124,FR68452342867,facturation.groupemerciersasu@gmail.com,Pierre Michel,+33 7 64 34 44 32,Bordeaux,33000,FR,Suspendu,2024-08-27,legacy_erp_export.csv,Migration ERP en cours
B2B-96752-0830,Maintenance Bernard SA,985297353,98529735323273,FR13985297353,facturation.maintenancebernardsa@entreprise.fr,Philippe Leroy,+33 1 44 72 59 30,Grenoble,38000,FR,Actif,2023-06-30,partner_feed_b2b.csv,Doublon suspecté
B2B-38727-0831,Maintenance Perrin & Fils,369524747,36952474787414,FR53369524747,facturation.maintenanceperrinfil@orange.fr,Isabelle Richard,+33 7 26 91 83 80,Nantes,44000,FR,Inactif,2024-10-08,migration_batch_12.xlsx,
B2B-49034-0832,Équipements Roux SA,157127630,15712763027853,fr53157127630,facturation.quipementsrouxsa@laposte.net,Philippe Giraud,+33 7 41 95 83 13,Nice,06000,FR,En attente,2025-01-23,import_crm_2024_Q1.xlsx,SIRET à vérifier
B2B-22606-0833,Distribution Bernard SARL,538116830,53811683003030,FR66538116830,facturation.distributionbernards@entreprise.fr,Sophie Fournier,+33 6 70 98 31 10,Toulouse,31000,FR,Actif,2025-02-12,legacy_erp_export.csv,SIRET à vérifier
B2B-46057-0834,Négoce Mercier France,931214632,93121463257936,FR64931214632,facturation.ngocemercierfrance@entreprise.fr,Pierre Leroy,+33 4 84 91 31 59,Reims,51100,FR,Inactif,2022-10-12,migration_batch_12.xlsx,Migration ERP en cours
B2B-11487-0835,Maintenance Faure & Fils,369481123,36948112374338,FR34369481123,facturation.maintenancefaurefils@entreprise.fr,Marie Bonnet,+33 6 62 97 80 38,Nice,06000,FR,En attente,2022-02-26,import_crm_2024_Q1.xlsx,SIRET à vérifier
B2B-42361-0836,  Industrie Girard SA  ,994901335,99490133562421,FR49994901335,facturation.industriegirardsa@entreprise.fr,Catherine Dupuis,+33 5 78 22 46 15,Toulouse,31000,FR,Inactif,2023-03-20,import_crm_2024_Q1.xlsx,
B2B-42905-0837,Logistique Dupont SARL,811604992,81160499240835,FR43811604992,facturation..dupont@mail.fr,Jean Robert,+33 7 63 25 61 79,Le Havre,76600,FR,Actif,2023-06-13,migration_batch_12.xlsx,Doublon suspecté
B2B-49631-0838,Maintenance  Martin  &  Fils,842035317,842035317,FR50842035317,facturation.maintenancemartinfil@gmail.com,Catherine Bonnet,+33 7 17 20 51 71,Bordeaux,33000,FR,Actif,2022-10-05,manual_onboarding_2023.xlsx,Email facturation manquant
B2B-97688-0839,SeRvIcEs lambErt euRl,028814114,02881411482837,FR28028814114,facturation.serviceslamberteurl@laposte.net,Isabelle Robert,+33 1 87 37 65 70,Le Havre,76600,FR,Suspendu,2023-01-15,partner_feed_b2b.csv,
B2B-63283-0840,Groupe Bernard SARL,845525273,84552527382968,FR29845525273,facturation.groupebernardsarl@laposte.net,Nicolas Fournier,+33 1 69 84 79 86,Marseille,13001,FR,En attente,2025-03-13,migration_batch_12.xlsx,Client prioritaire - relance facturation
B2B-17648-0841,maintenance lefebvre sa,051956757,66173,FR13051956757,facturation.maintenancelefebvres@laposte.net,,+33 6 68 29 59 61,Nantes,44000,FR,Suspendu,2022-03-29,import_crm_2024_Q1.xlsx,Migration ERP en cours
B2B-95709-0842,Groupe Martin France,413068629,41306862967102,FR53413068629,facturation.groupemartinfrance@entreprise.fr,Marie Durand,+33 7 62 79 86 17,Grenoble,38000,FR,Inactif,2024-04-14,legacy_erp_export.csv,Client prioritaire - relance facturation
B2B-75732-0843,Services Simon SAS,115223285,11522328520319,FR85115223285,facturation.servicessimonsas@laposte.net,,+33 7 29 77 34 55,Lille,59000,FR,En attente,2023-07-03,partner_feed_b2b.csv,
B2B-39907-0844,Solutions Marchand SAS,511350538,51135053884296,FR21511350538,facturation.solutionsmarchandsas@societe.com,Anne Robert,,Marseille,13001,FR,En attente,2023-05-08,import_crm_2024_Q1.xlsx,
B2B-80837-0845,INduStRIE mERCiER sARL,010419451,01041945143636,FR18010419451,facturation.industriemerciersarl@orange.fr,Thomas Petit,,Rennes,35000,FR,Inactif,2025-03-25,import_crm_2024_Q1.xlsx,Doublon suspecté
B2B-53507-0846,Transports Lambert France,855759947,85575994724454,FR59855759947,facturation.transportslambertfra@societe.com,Julie Durand,+33 9 82 91 16 98,Nice,06000,FR,Suspendu,2022-04-10,partner_feed_b2b.csv,Doublon suspecté
B2B-65099-0847,Logistique Faure SA,733745701,58216,FR13733745701,,Marie Richard,+33 6 48 85 80 17,Marseille,13001,FR,En attente,2022-11-26,migration_batch_12.xlsx,SIRET à vérifier
B2B-48765-0848,Groupe Simon SAS,447725089,44772508918459,FR80447725089,facturation.groupesimonsas@laposte.net,Pierre Richard,+33 6 14 45 20 68,Grenoble,38000,FR,Actif,2023-11-02,migration_batch_12.xlsx,Doublon suspecté
B2B-51330-0849,MaintENaNCE dupont SAS,749062793,74906279321566,FR61749062793,facturation.maintenancedupontsas@laposte.net,Catherine Durand,+33 6 38 94 28 89,Nice,06000,FR,Actif,2023-05-09,migration_batch_12.xlsx,
B2B-63230-0850,Solutions Martin SAS,693706321,69370632130228,FR77693706321,,Pierre Giraud,+33 7 10 33 29 15,Lyon,69001,FR,En attente,2023-04-08,partner_feed_b2b.csv,Email facturation manquant
B2B-21108-0851,Maintenance Moreau EURL,900002955,90000295524144,FR06900002955,facturation.maintenancemoreaueur@laposte.net,,+33 5 99 73 18 75,Marseille,13001,FR,Actif,2023-04-10,import_crm_2024_Q1.xlsx,Migration ERP en cours
B2B-48759-0852,Distribution Lambert SAS,911718225,91171822586474,FR00911718225,@domaine.fr,Julie Richard,+33 7 93 90 69 69,Nice,06000,FR,Actif,2023-02-06,migration_batch_12.xlsx,
B2B-20522-0853,Logistique Marchand SAS,163287082,16328708232662,FR06163287082,facturation.logistiquemarchandsa@entreprise.fr,Catherine Moreau,,Reims,51100,FR,Suspendu,2023-10-20,partner_feed_b2b.csv,Compte créé avant réforme facturation électronique
B2B-17201-0854,Logistique Faure EURL,619022314,61902231471708,FR14619022314,facturation.logistiquefaureeurl@entreprise.fr,Jean Moreau,+33 9 90 64 36 52,Montpellier,34000,FR,Actif,2024-02-15,migration_batch_12.xlsx,Migration ERP en cours
B2B-94819-0855,Logistique Faure France,260256341,26025634120866,,,Philippe Richard,+33 1 20 46 29 87,Paris,75001,FR,En attente,2025-01-06,migration_batch_12.xlsx,
B2B-41888-0856,Distribution Bernard & Fils,774348733,77434873335992,FR01774348733,facturation.distributionbernardf@gmail.com,Sophie Robert,+33 7 86 94 90 74,Nice,06000,FR,Suspendu,2024-10-14,partner_feed_b2b.csv,Doublon suspecté
B2B-84727-0857,Groupe Dupont France,153820112,,FR17153820112,facturation.groupedupontfrance@orange.fr,Julie Moreau,+33 6 65 66 38 57,Strasbourg,67000,FR,Actif,2024-09-28,manual_onboarding_2023.xlsx,SIRET à vérifier
B2B-51158-0858,Groupe Perrin SAS,697648788,36527,,facturation.groupeperrinsas@societe.com,Nicolas Lemaire,+33 6 12 49 62 90,Marseille,13001,FR,En attente,2023-11-15,import_crm_2024_Q1.xlsx,
B2B-98102-0859,Industrie Blanc & Fils,062767290,06276729080463,FR50062767290,facturation.industrieblancfils@entreprise.fr,Anne Richard,+33 7 27 19 26 83,Paris,75001,FR,Actif,2024-10-07,partner_feed_b2b.csv,Compte créé avant réforme facturation électronique
B2B-97573-0860,Logistique Dubois SA,045797253,04579725385909,FR01045797253,facturation.logistiqueduboissa@gmail.com,Catherine Durand,+33 6 21 47 67 81,Grenoble,38000,FR,Suspendu,2022-11-16,import_crm_2024_Q1.xlsx,Migration ERP en cours
B2B-51504-0861,Industrie Moreau EURL,959310342,95931034210458,FR14959310342,compta.industriemoreaueurl@entreprise.fr,Catherine Moreau,+33 9 11 60 35 62,Nice,06000,FR,Actif,2022-02-25,import_crm_2024_Q1.xlsx,Compte créé avant réforme facturation électronique
B2B-48296-0862,Industrie Perrin France,842648334,84264833488564,FR78842648334,facturation.societe,Philippe Durand,+33 4 98 79 87 61,Bordeaux,33000,FR,Actif,2023-08-09,partner_feed_b2b.csv,
B2B-13149-0863,Services Girard SASU,856490137,85649013712265,FR78856490137,facturation.servicesgirardsasu@societe.com,Sophie Leroy,+33 6 19 23 52 47,Nantes,44000,FR,Actif,2025-01-12,import_crm_2024_Q1.xlsx,Client prioritaire - relance facturation
B2B-78671-0864,Transports Girard SAS,890441047,89044104745687,FR92890441047,facturation.transportsgirardsas@entreprise.fr,Philippe Giraud,+33 6 52 34 76 91,Lyon,69001,FR,Actif,2023-02-08,import_crm_2024_Q1.xlsx,
B2B-23514-0865,Distribution Lambert SA,685647178,68564717811955,FR92685647178,facturation.distributionlamberts@societe.com,Jean Robert,+33 1 61 87 77 98,Paris,75001,FR,Inactif,2024-05-18,migration_batch_12.xlsx,SIRET à vérifier
B2B-24787-0866,Équipements Lefebvre & Fils,199767593,19976759320949,FR28199767593,facturation.quipementslefebvrefi@entreprise.fr,Marie Fournier,+33 5 13 52 78 36,Toulouse,31000,FR,Suspendu,2022-11-04,migration_batch_12.xlsx,Doublon suspecté
B2B-42363-0867,SERVICES FAURE EURL,533998246,53399824618615,FR77533998246,facturation.servicesfaureeurl@gmail.com,Catherine Lemaire,+33 6 18 97 52 79,Montpellier,34000,FR,Actif,2022-11-07,migration_batch_12.xlsx,Doublon suspecté
B2B-36805-0868,Industrie Girard SA,272766982,27276698283620,FR34272766982,,Julie Lemaire,+33 7 26 76 57 48,Lyon,69001,FR,Actif,2025-01-01,migration_batch_12.xlsx,Email facturation manquant
B2B-26392-0869,DISTRIBUTION MOREAU SARL,073827776,,FR39073827776,,Nicolas Robert,+33 7 93 74 59 35,Saint-Étienne,42000,FR,Suspendu,2023-07-25,legacy_erp_export.csv,Client prioritaire - relance facturation
B2B-48692-0870,Logistique Perrin SARL,473057779,47305777975972,FR08473057779,facturation.logistiqueperrinsarl@societe.com,François Fournier,+33 7 88 65 54 61,Montpellier,34000,FR,Actif,2023-02-03,manual_onboarding_2023.xlsx,Migration ERP en cours
B2B-12107-0871,Solutions Lefebvre France,095224260,09522426081807,FR32095224260,facturation.solutionslefebvrefra@orange.fr,Julie Robert,+33 6 84 19 43 41,Bordeaux,33000,FR,Inactif,2022-04-13,import_crm_2024_Q1.xlsx,Doublon suspecté
B2B-74597-0872,Maintenance Laurent EURL,911501011,91150101104027,FR04911501011,facturation.maintenancelaurenteu@societe.com,Jean Robert,+33 6 95 43 69 53,Paris,75001,FR,Suspendu,2023-02-28,manual_onboarding_2023.xlsx,Email facturation manquant
B2B-21699-0873,Logistique Girard EURL,921496794,92149679493176,FR9492149,facturation.logistiquegirardeurl@societe.com,Philippe Dupuis,+33 7 96 40 29 12,Toulouse,31000,FR,En attente,2022-10-18,manual_onboarding_2023.xlsx,SIRET à vérifier
B2B-80611-0874,Industrie Martin SASU,474687230,,,facturation.industriemartinsasu@laposte.net,Anne Robert,+33 9 95 26 47 10,Grenoble,38000,FR,Actif,2023-09-15,partner_feed_b2b.csv,
B2B-51894-0875,Distribution Moreau EURL,190854328,19085432826596,FR29190854328,facturation.distributionmoreaueu@gmail.com,François Lemaire,,Montpellier,34000,FR,Actif,2022-03-19,migration_batch_12.xlsx,
B2B-78986-0876,Transports Mercier France,993187813,99318781369690,FR95993187813,facturation.transportsmercierfra@gmail.com,Pierre Giraud,+33 4 52 99 45 18,Le Havre,76600,FR,Actif,2022-04-12,manual_onboarding_2023.xlsx,Client prioritaire - relance facturation
B2B-93015-0877,Équipements Dupont SASU,766136628,76613662810793,FR37766136628,facturation.quipementsdupontsasu@orange.fr,Pierre Dupuis,+33 1 54 83 48 68,Reims,51100,FR,Actif,2022-05-31,import_crm_2024_Q1.xlsx,
B2B-55724-0878,Équipements Marchand SAS,788957986,78895798655933,FR56788957986,facturation.quipementsmarchandsa@societe.com,Sophie Dupuis,+33 4 11 88 65 73,Grenoble,38000,FR,Suspendu,2023-09-24,legacy_erp_export.csv,SIRET à vérifier
B2B-89482-0879,  Maintenance Renault & Fils  ,376501678,37650167812883,FR89376501678,facturation.maintenancerenaultfi@societe.com,Catherine Fournier,+33 6 94 77 79 37,Le Havre,76600,FR,Suspendu,2022-11-27,partner_feed_b2b.csv,SIRET à vérifier
B2B-32530-0880,Équipements Dupont SASU,922666787,92266678790149,FR31922666787,facturation.quipementsdupontsasu@orange.fr,Catherine Dupuis,+33 7 51 31 33 80,Grenoble,38000,FR,En attente,2025-04-10,legacy_erp_export.csv,Doublon suspecté
B2B-84134-0881,Distribution Laurent EURL,812559771,81255977179070,FR67812559771,facturation.distributionlaurente@entreprise.fr,Philippe Michel,+33 6 81 57 78 13,Nantes,44000,FR,Actif,2024-03-04,manual_onboarding_2023.xlsx,Email facturation manquant
B2B-82277-0882,Solutions Bernard SASU,939129568,93912956857855,FR48939129568,,François Petit,+33 5 77 64 15 17,Lille,59000,FR,Suspendu,2023-01-06,migration_batch_12.xlsx,Email facturation manquant
B2B-83554-0883,Industrie Dupont SARL,757030296,75703029695824,FR24757030296,,Isabelle Dupuis,+33 7 90 14 73 45,Lyon,69001,FR,Actif,2022-11-28,legacy_erp_export.csv,Client prioritaire - relance facturation
B2B-63487-0884,Transports  Renault  &  Fils,931806208,93180620802596,FR80931806208,facturation.transportsrenaultfil@orange.fr,Nicolas Robert,+33 9 27 43 99 83,Toulouse,31000,FR,Inactif,2022-07-08,manual_onboarding_2023.xlsx,Migration ERP en cours
B2B-61252-0885,Distribution Lefebvre SA,956740687,95674068739836,FR27956740687,facturation.distributionlefebvre@laposte.net,Isabelle Richard,+33 6 45 58 93 64,Montpellier,34000,FR,Suspendu,2023-07-03,migration_batch_12.xlsx,Client prioritaire - relance facturation
B2B-48885-0886,Industrie Perrin EURL,835862676,,FR09835862676,facturation.industrieperrineurl@societe.com,Isabelle Richard,+33 7 70 56 77 70,Le Havre,76600,FR,En attente,2025-02-22,legacy_erp_export.csv,Migration ERP en cours
B2B-49422-0887,Groupe Blanc France,369580506,36958050647340,FR05369580506,facturation.groupeblancfrance@gmail.com,Anne Robert,+33 7 69 31 11 16,Paris,75001,FR,Suspendu,2024-08-15,partner_feed_b2b.csv,Client prioritaire - relance facturation
B2B-74228-0888,Négoce Marchand SASU,012269163,01226916350019,FR75012269163,facture.societe,Isabelle Michel,+33 5 95 90 97 10,Nice,06000,FR,Actif,2023-12-05,import_crm_2024_Q1.xlsx,
B2B-83705-0889,Négoce Girard France,143531275,90002,FR70143531275,facturation.ngocegirardfrance@orange.fr,Sophie Fournier,+33 5 34 20 22 24,Montpellier,34000,FR,Actif,2024-08-01,manual_onboarding_2023.xlsx,
B2B-82267-0890,Distribution  Roux  SASU,662510858,66251085872614,FR64662510858,facturation.distributionrouxsasu@laposte.net,Isabelle Michel,+33 6 43 90 65 15,Toulouse,31000,FR,Actif,2024-01-03,manual_onboarding_2023.xlsx,Client prioritaire - relance facturation
B2B-69474-0891,Distribution Lefebvre SAS,062728163,06272816332791,FR39062728163,facturation @entreprise.fr,,+33 5 70 57 64 31,Bordeaux,33000,FR,Suspendu,2024-06-24,partner_feed_b2b.csv,
B2B-11850-0892,Maintenance Roux SARL,990693193,,FR76990693193,facturation.maintenancerouxsarl@societe.com,Anne Leroy,+33 9 73 17 49 52,Reims,51100,FR,Suspendu,2024-05-07,partner_feed_b2b.csv,Client prioritaire - relance facturation
B2B-98696-0893,Transports Mercier SASU,123438887,12343888711855,FR64123438887,facturation.transportsmerciersas@laposte.net,François Robert,+33 7 87 41 61 48,Nantes,44000,FR,Actif,2022-09-29,partner_feed_b2b.csv,Doublon suspecté
B2B-58638-0894,SOLUTIONS MERCIER SASU,767299111,76729911198105,FR45767299111,facturation.solutionsmerciersasu@laposte.net,François Michel,+33 6 76 35 92 48,Paris,75001,FR,Suspendu,2025-04-13,partner_feed_b2b.csv,Email facturation manquant
B2B-25558-0895,nÉgoce lauRenT EURl,150629175,150629175,FR39150629175,facturation.ngocelaurenteurl@gmail.com,Catherine Richard,+33 1 64 28 97 88,Saint-Étienne,42000,FR,Actif,2022-04-26,manual_onboarding_2023.xlsx,Migration ERP en cours
B2B-51654-0896,ÉQUIPEMENTS RENAULT SASU,002026836,00202683604484,FR75002026836,,Julie Michel,,Rennes,35000,FR,Actif,2024-04-15,partner_feed_b2b.csv,Doublon suspecté
